fraudulent,paymentMethodRegistrationFailure,paymentMethodType,paymentMethodProvider,paymentMethodIssuer,transactionAmount,transactionFailed,orderAmount,orderState,emailDomain,emailProvider,customerIPAddressSimplified,sameCity
,False,bitcoin,Discover,Bulwark Trust Corp.,13,False,27.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,Maestro,Citizens First Banks,14,False,31.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,JCB 16 digit,Fountain Financial Inc.,49,True,33.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,VISA 16 digit,Citizens First Banks,49,False,46.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,JCB 16 digit,Her Majesty Trust,25,False,12.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,American Express,Bastion Banks,41,True,32.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,JCB 16 digit,Her Majesty Trust,41,False,20.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,Voyager,His Majesty Bank Corp.,25,True,21.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,JCB 15 digit,Rose Bancshares,45,False,14.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,paypal,Mastercard,Solace Banks,15,False,22.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,bitcoin,Diners Club / Carte Blanche,Her Majesty Trust,34,False,22.0,pending,weird,weird,only_numeric_digits,unknown
,False,bitcoin,VISA 16 digit,B,22,False,14.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,paypal,Mastercard,Her Majesty Trust,21,True,36.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,JCB 16 digit,Bulwark Trust Corp.,21,False,60.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,Discover,Rose Bancshares,35,False,57.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,apple pay,Voyager,Fountain Financial Inc.,20,False,59.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,VISA 16 digit,Solace Banks,41,False,64.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,apple pay,Voyager,His Majesty Bank Corp.,34,True,54.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,paypal,JCB 16 digit,Her Majesty Trust,34,True,55.0,fulfilled,weird,weird,only_numeric_digits,unknown
,True,paypal,Voyager,Vertex Bancorp,34,False,47.0,failed,weird,weird,only_numeric_digits,unknown
,False,card,Mastercard,Solace Banks,32,False,74.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,Diners Club / Carte Blanche,Citizens First Banks,13,False,57.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,JCB 15 digit,Bulwark Trust Corp.,10,False,57.0,fulfilled,weird,weird,only_numeric_digits,unknown
,True,card,JCB 16 digit,Fountain Financial Inc.,18,False,53.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,VISA 13 digit,Bulwark Trust Corp.,46,False,61.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,Mastercard,Bulwark Trust Corp.,72,False,67.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,Discover,Solace Banks,50,False,47.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,Maestro,e,42,True,36.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,Diners Club / Carte Blanche,Fountain Financial Inc.,42,False,17.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,Voyager,Bastion Banks,56,False,25.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,VISA 13 digit,Bastion Banks,30,False,30.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,Maestro,Her Majesty Trust,40,False,41.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,paypal,Voyager,Fountain Financial Inc.,34,False,10.0,pending,weird,weird,only_numeric_digits,unknown
,False,card,Voyager,Solace Banks,47,False,38.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,JCB 16 digit,Solace Banks,31,False,32.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,paypal,Maestro,Bulwark Trust Corp.,28,False,18.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,Maestro,Vertex Bancorp,11,False,11.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,Diners Club / Carte Blanche,His Majesty Bank Corp.,27,True,47.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,Diners Club / Carte Blanche,Grand Credit Corporation,27,False,17.0,pending,weird,weird,only_numeric_digits,unknown
,False,card,JCB 16 digit,Fountain Financial Inc.,19,False,72.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,Diners Club / Carte Blanche,Rose Bancshares,17,False,60.0,fulfilled,weird,weird,only_numeric_digits,unknown
,True,card,VISA 13 digit,His Majesty Bank Corp.,27,True,42.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,Diners Club / Carte Blanche,Vertex Bancorp,46,False,33.0,pending,weird,weird,only_numeric_digits,unknown
,False,card,Maestro,Grand Credit Corporation,46,False,33.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,bitcoin,Diners Club / Carte Blanche,His Majesty Bank Corp.,59,True,35.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,VISA 13 digit,Rose Bancshares,59,False,40.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,VISA 16 digit,Her Majesty Trust,71,False,36.0,fulfilled,weird,weird,only_numeric_digits,unknown
,True,card,Discover,Her Majesty Trust,75,False,66.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,apple pay,VISA 13 digit,His Majesty Bank Corp.,56,True,46.0,failed,weird,weird,only_numeric_digits,unknown
,False,card,Diners Club / Carte Blanche,Bastion Banks,56,False,47.0,failed,weird,weird,only_numeric_digits,unknown
,False,card,American Express,Citizens First Banks,48,False,72.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,VISA 13 digit,Bastion Banks,55,False,17.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,paypal,American Express,Her Majesty Trust,67,True,46.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,paypal,Mastercard,Bastion Banks,67,False,42.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,Maestro,Rose Bancshares,40,False,36.0,failed,weird,weird,only_numeric_digits,unknown
,False,paypal,Diners Club / Carte Blanche,Citizens First Banks,70,False,10.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,apple pay,American Express,Citizens First Banks,52,False,30.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,paypal,VISA 13 digit,B,73,False,42.0,fulfilled,weird,weird,only_numeric_digits,unknown
,True,card,Maestro,e,43,False,21.0,fulfilled,weird,weird,only_numeric_digits,unknown
,True,card,VISA 13 digit,Solace Banks,45,False,16.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,paypal,JCB 16 digit,Vertex Bancorp,15,True,39.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,Maestro,Vertex Bancorp,15,False,22.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,apple pay,JCB 15 digit,His Majesty Bank Corp.,16,False,16.0,pending,weird,weird,only_numeric_digits,unknown
,False,apple pay,Maestro,Grand Credit Corporation,39,False,45.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,Discover,Grand Credit Corporation,40,False,13.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,VISA 13 digit,Bulwark Trust Corp.,33,True,74.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,Mastercard,Rose Bancshares,33,False,67.0,fulfilled,weird,weird,only_numeric_digits,unknown
,True,card,Diners Club / Carte Blanche,Bulwark Trust Corp.,50,False,42.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,VISA 16 digit,o,36,False,43.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,JCB 16 digit,Bastion Banks,35,False,12.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,paypal,VISA 16 digit,Her Majesty Trust,46,False,11.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,JCB 16 digit,Grand Credit Corporation,49,False,39.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,apple pay,VISA 16 digit,Her Majesty Trust,16,False,14.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,apple pay,American Express,Her Majesty Trust,36,True,35.0,failed,weird,weird,only_numeric_digits,unknown
,False,card,JCB 16 digit,His Majesty Bank Corp.,36,True,19.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,Voyager,B,36,False,32.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,Discover,o,15,False,35.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,Voyager,x,43,False,14.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,JCB 16 digit,Vertex Bancorp,36,False,39.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,JCB 16 digit,Fountain Financial Inc.,11,False,74.0,failed,weird,weird,only_numeric_digits,unknown
,False,card,Diners Club / Carte Blanche,Bastion Banks,27,False,46.0,failed,weird,weird,only_numeric_digits,unknown
,False,card,Maestro,Citizens First Banks,31,True,71.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,bitcoin,JCB 16 digit,Solace Banks,33,False,45.0,failed,weird,weird,only_numeric_digits,unknown
,False,apple pay,VISA 16 digit,Vertex Bancorp,46,False,32.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,Voyager,Citizens First Banks,12,True,44.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,American Express,Bulwark Trust Corp.,12,False,61.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,JCB 16 digit,His Majesty Bank Corp.,32,False,40.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,paypal,JCB 15 digit,Bastion Banks,20,False,49.0,fulfilled,weird,weird,only_numeric_digits,unknown
,False,card,VISA 13 digit,Vertex Bancorp,21,True,46.0,failed,weird,weird,only_numeric_digits,unknown
,True,apple pay,VISA 13 digit,Citizens First Banks,14,False,31.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,22,False,66.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,22,False,70.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,14,False,32.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,36,False,50.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,60,False,38.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,57,False,72.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,59,True,43.0,pending,weird,weird,only_numeric_digits,unknown
,,,,,64,True,16.0,failed,weird,weird,only_numeric_digits,unknown
,,,,,64,False,12.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,54,False,28.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,55,True,17.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,55,False,23.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,47,False,11.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,74,False,38.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,57,False,26.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,57,True,46.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,57,True,24.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,57,True,39.0,pending,weird,weird,only_numeric_digits,unknown
,,,,,53,False,49.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,61,False,47.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,67,False,11.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,47,False,47.0,failed,weird,weird,only_numeric_digits,unknown
,,,,,36,False,24.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,17,False,48.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,25,False,33.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,30,False,14.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,41,False,50.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,10,False,22.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,38,True,22.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,38,False,13.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,32,True,48.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,32,False,30.0,failed,weird,weird,only_numeric_digits,unknown
,,,,,18,False,47.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,11,True,26.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,11,False,45.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,47,False,39.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,17,True,11.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,72,True,22.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,72,True,15.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,60,True,30.0,failed,weird,weird,only_numeric_digits,unknown
,,,,,60,False,19.0,failed,weird,weird,only_numeric_digits,unknown
,,,,,42,False,40.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,33,False,12.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,33,True,35.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,33,False,23.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,35,False,35.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,40,True,15.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,40,True,45.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,40,False,13.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,36,False,17.0,failed,weird,weird,only_numeric_digits,unknown
,,,,,66,True,33.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,46,False,37.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,47,False,49.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,72,False,14.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,17,False,26.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,46,False,36.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,42,False,40.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,36,False,20.0,pending,weird,weird,only_numeric_digits,unknown
,,,,,10,True,49.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,10,False,63.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,30,False,55.0,pending,weird,weird,only_numeric_digits,unknown
,,,,,42,False,62.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,21,False,73.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,16,False,68.0,pending,weird,weird,only_numeric_digits,unknown
,,,,,39,False,34.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,22,True,47.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,22,False,34.0,failed,weird,weird,only_numeric_digits,unknown
,,,,,16,False,43.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,45,False,50.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,13,False,48.0,failed,weird,weird,only_numeric_digits,unknown
,,,,,74,False,29.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,67,False,27.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,42,False,19.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,43,True,37.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,12,False,25.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,11,True,22.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,11,False,38.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,39,False,11.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,14,True,45.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,14,False,18.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,35,False,12.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,19,False,49.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,32,False,12.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,35,False,22.0,pending,weird,weird,only_numeric_digits,unknown
,,,,,14,False,31.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,39,True,35.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,39,False,34.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,74,False,10.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,46,False,35.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,71,True,44.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,45,False,47.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,32,False,22.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,44,False,46.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,61,False,46.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,40,False,34.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,49,False,28.0,failed,weird,weird,only_numeric_digits,unknown
,,,,,46,False,44.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,31,False,21.0,pending,weird,weird,only_numeric_digits,unknown
,,,,,66,False,20.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,70,False,39.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,32,True,16.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,32,False,15.0,failed,weird,weird,only_numeric_digits,unknown
,,,,,50,False,12.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,38,True,21.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,38,False,14.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,72,False,33.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,43,False,30.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,16,False,44.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,12,False,26.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,28,False,46.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,17,False,36.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,23,False,16.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,11,False,47.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,38,False,31.0,failed,weird,weird,only_numeric_digits,unknown
,,,,,26,False,61.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,46,False,34.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,24,False,30.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,39,True,43.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,39,True,14.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,39,False,21.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,49,False,27.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,47,False,35.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,11,False,13.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,47,True,46.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,47,False,27.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,24,False,49.0,failed,weird,weird,only_numeric_digits,unknown
,,,,,48,False,54.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,33,False,37.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,14,True,43.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,14,True,64.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,14,True,40.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,14,False,23.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,50,False,32.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,22,True,25.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,22,False,19.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,22,False,27.0,fulfilled,weird,weird,only_numeric_digits,unknown
,,,,,13,False,,,weird,weird,only_numeric_digits,unknown
,,,,,48,False,,,weird,weird,only_numeric_digits,unknown
,,,,,30,False,,,weird,weird,only_numeric_digits,unknown
,,,,,47,False,,,weird,weird,only_numeric_digits,unknown
,,,,,26,False,,,weird,weird,only_numeric_digits,unknown
,,,,,45,False,,,weird,weird,only_numeric_digits,unknown
,,,,,39,False,,,weird,weird,only_numeric_digits,unknown
,,,,,11,False,,,weird,weird,only_numeric_digits,unknown
,,,,,22,False,,,weird,weird,only_numeric_digits,unknown
,,,,,15,False,,,weird,weird,only_numeric_digits,unknown
,,,,,30,False,,,weird,weird,only_numeric_digits,unknown
,,,,,19,False,,,weird,weird,only_numeric_digits,unknown
,,,,,40,False,,,weird,weird,only_numeric_digits,unknown
,,,,,12,False,,,weird,weird,only_numeric_digits,unknown
,,,,,35,False,,,weird,weird,only_numeric_digits,unknown
,,,,,23,True,,,weird,weird,only_numeric_digits,unknown
,,,,,23,False,,,weird,weird,only_numeric_digits,unknown
,,,,,35,False,,,weird,weird,only_numeric_digits,unknown
,,,,,15,False,,,weird,weird,only_numeric_digits,unknown
,,,,,45,False,,,weird,weird,only_numeric_digits,unknown
,,,,,13,False,,,weird,weird,only_numeric_digits,unknown
,,,,,17,False,,,weird,weird,only_numeric_digits,unknown
,,,,,33,True,,,weird,weird,only_numeric_digits,unknown
,,,,,33,False,,,weird,weird,only_numeric_digits,unknown
,,,,,37,False,,,weird,weird,only_numeric_digits,unknown
,,,,,49,False,,,weird,weird,only_numeric_digits,unknown
,,,,,14,False,,,weird,weird,only_numeric_digits,unknown
,,,,,26,False,,,weird,weird,only_numeric_digits,unknown
,,,,,36,True,,,weird,weird,only_numeric_digits,unknown
,,,,,36,True,,,weird,weird,only_numeric_digits,unknown
,,,,,36,True,,,weird,weird,only_numeric_digits,unknown
,,,,,36,True,,,weird,weird,only_numeric_digits,unknown
,,,,,36,True,,,weird,weird,only_numeric_digits,unknown
,,,,,36,False,,,weird,weird,only_numeric_digits,unknown
,,,,,40,True,,,weird,weird,only_numeric_digits,unknown
,,,,,40,False,,,weird,weird,only_numeric_digits,unknown
,,,,,20,True,,,weird,weird,only_numeric_digits,unknown
,,,,,20,True,,,weird,weird,only_numeric_digits,unknown
,,,,,20,True,,,weird,weird,only_numeric_digits,unknown
,,,,,20,True,,,weird,weird,only_numeric_digits,unknown
,,,,,20,True,,,weird,weird,only_numeric_digits,unknown
,,,,,20,True,,,weird,weird,only_numeric_digits,unknown
,,,,,20,False,,,weird,weird,only_numeric_digits,unknown
,,,,,49,False,,,weird,weird,only_numeric_digits,unknown
,,,,,63,False,,,weird,weird,only_numeric_digits,unknown
,,,,,55,True,,,weird,weird,only_numeric_digits,unknown
,,,,,62,True,,,weird,weird,only_numeric_digits,unknown
,,,,,62,False,,,weird,weird,only_numeric_digits,unknown
,,,,,73,False,,,weird,weird,only_numeric_digits,unknown
,,,,,68,False,,,weird,weird,only_numeric_digits,unknown
,,,,,34,False,,,weird,weird,only_numeric_digits,unknown
,,,,,47,False,,,weird,weird,only_numeric_digits,unknown
,,,,,34,False,,,weird,weird,only_numeric_digits,unknown
,,,,,43,True,,,weird,weird,only_numeric_digits,unknown
,,,,,43,False,,,weird,weird,only_numeric_digits,unknown
,,,,,50,False,,,weird,weird,only_numeric_digits,unknown
,,,,,48,True,,,weird,weird,only_numeric_digits,unknown
,,,,,48,True,,,weird,weird,only_numeric_digits,unknown
,,,,,48,False,,,weird,weird,only_numeric_digits,unknown
,,,,,29,False,,,weird,weird,only_numeric_digits,unknown
,,,,,27,False,,,weird,weird,only_numeric_digits,unknown
,,,,,19,False,,,weird,weird,only_numeric_digits,unknown
,,,,,37,False,,,weird,weird,only_numeric_digits,unknown
,,,,,25,False,,,weird,weird,only_numeric_digits,unknown
,,,,,22,False,,,weird,weird,only_numeric_digits,unknown
,,,,,38,False,,,weird,weird,only_numeric_digits,unknown
,,,,,11,False,,,weird,weird,only_numeric_digits,unknown
,,,,,45,True,,,weird,weird,only_numeric_digits,unknown
,,,,,45,False,,,weird,weird,only_numeric_digits,unknown
,,,,,18,False,,,weird,weird,only_numeric_digits,unknown
,,,,,12,True,,,weird,weird,only_numeric_digits,unknown
,,,,,12,True,,,weird,weird,only_numeric_digits,unknown
,,,,,12,True,,,weird,weird,only_numeric_digits,unknown
,,,,,12,True,,,weird,weird,only_numeric_digits,unknown
,,,,,12,False,,,weird,weird,only_numeric_digits,unknown
,,,,,49,False,,,weird,weird,only_numeric_digits,unknown
,,,,,12,True,,,weird,weird,only_numeric_digits,unknown
,,,,,12,False,,,weird,weird,only_numeric_digits,unknown
,,,,,22,True,,,weird,weird,only_numeric_digits,unknown
,,,,,22,False,,,weird,weird,only_numeric_digits,unknown
,,,,,31,False,,,weird,weird,only_numeric_digits,unknown
,,,,,35,False,,,weird,weird,only_numeric_digits,unknown
,,,,,34,False,,,weird,weird,only_numeric_digits,unknown
,,,,,10,False,,,weird,weird,only_numeric_digits,unknown
,,,,,35,True,,,weird,weird,only_numeric_digits,unknown
,,,,,35,False,,,weird,weird,only_numeric_digits,unknown
,,,,,44,True,,,weird,weird,only_numeric_digits,unknown
,,,,,44,False,,,weird,weird,only_numeric_digits,unknown
,,,,,47,False,,,weird,weird,only_numeric_digits,unknown
,,,,,22,True,,,weird,weird,only_numeric_digits,unknown
,,,,,22,False,,,weird,weird,only_numeric_digits,unknown
,,,,,46,False,,,weird,weird,only_numeric_digits,unknown
,,,,,46,False,,,weird,weird,only_numeric_digits,unknown
,,,,,34,False,,,weird,weird,only_numeric_digits,unknown
,,,,,28,True,,,weird,weird,only_numeric_digits,unknown
,,,,,28,False,,,weird,weird,only_numeric_digits,unknown
,,,,,44,False,,,weird,weird,only_numeric_digits,unknown
,,,,,21,False,,,weird,weird,only_numeric_digits,unknown
,,,,,20,False,,,weird,weird,only_numeric_digits,unknown
,,,,,39,False,,,weird,weird,only_numeric_digits,unknown
,,,,,16,False,,,weird,weird,only_numeric_digits,unknown
,,,,,15,False,,,weird,weird,only_numeric_digits,unknown
,,,,,12,False,,,weird,weird,only_numeric_digits,unknown
,,,,,21,True,,,weird,weird,only_numeric_digits,unknown
,,,,,21,False,,,weird,weird,only_numeric_digits,unknown
,,,,,14,True,,,weird,weird,only_numeric_digits,unknown
,,,,,33,True,,,weird,weird,only_numeric_digits,unknown
,,,,,33,False,,,weird,weird,only_numeric_digits,unknown
,,,,,30,False,,,weird,weird,only_numeric_digits,unknown
,,,,,44,False,,,weird,weird,only_numeric_digits,unknown
,,,,,26,False,,,weird,weird,only_numeric_digits,unknown
,,,,,46,True,,,weird,weird,only_numeric_digits,unknown
,,,,,46,False,,,weird,weird,only_numeric_digits,unknown
,,,,,36,False,,,weird,weird,only_numeric_digits,unknown
,,,,,16,False,,,weird,weird,only_numeric_digits,unknown
,,,,,47,True,,,weird,weird,only_numeric_digits,unknown
,,,,,47,False,,,weird,weird,only_numeric_digits,unknown
,,,,,31,False,,,weird,weird,only_numeric_digits,unknown
,,,,,61,False,,,weird,weird,only_numeric_digits,unknown
,,,,,34,False,,,weird,weird,only_numeric_digits,unknown
,,,,,30,False,,,weird,weird,only_numeric_digits,unknown
,,,,,43,False,,,weird,weird,only_numeric_digits,unknown
,,,,,14,True,,,weird,weird,only_numeric_digits,unknown
,,,,,14,False,,,weird,weird,only_numeric_digits,unknown
,,,,,21,False,,,weird,weird,only_numeric_digits,unknown
